Year,Province,Pathogen,Antibiotic,Hospital_ID,Samples_Tested,Resistant_Isolates,Resistance_Rate,Population,GDP_Per_Capita,Healthcare_Expenditure
2015,Islamabad,A.baumannii,Ceftriaxone,H042,468,55,11.752136752136751,2000000,1389.9183969944715,3.7844230802729726
2016,Islamabad,A.baumannii,Ceftriaxone,H015,431,117,27.1461716937355,2000000,1739.3612754531205,3.2719928136793897
2017,Islamabad,A.baumannii,Ceftriaxone,H015,941,157,16.684378320935174,2000000,1343.5439044609666,2.715497955214232
2018,Islamabad,A.baumannii,Ceftriaxone,H044,586,44,7.508532423208192,2000000,1616.353204473853,3.4100751476362348
2019,Islamabad,A.baumannii,Ceftriaxone,H041,627,154,24.561403508771928,2000000,1735.484270285815,2.9617444667965174
2020,Islamabad,A.baumannii,Ceftriaxone,H025,709,115,16.22002820874471,2000000,1611.0784345306456,2.6150431039277464
2021,Islamabad,A.baumannii,Ceftriaxone,H036,685,323,47.153284671532845,2000000,1265.4613746330142,3.7433684640564024
2022,Islamabad,A.baumannii,Ceftriaxone,H003,342,54,15.789473684210526,2000000,1692.272375151515,3.309488507336937
2023,Islamabad,A.baumannii,Ceftriaxone,H007,293,79,26.96245733788396,2000000,1620.007498562336,2.755380427232012
2024,Islamabad,A.baumannii,Ceftriaxone,H004,248,62,25,2000000,1626.2789777945727,2.5898788665654138
2015,Punjab,S.pneumoniae,Ceftriaxone,H040,235,37,15.74468085106383,110000000,1470.983696775511,3.5735490588704124
2016,Punjab,S.pneumoniae,Ceftriaxone,H037,388,45,11.597938144329897,110000000,1287.3586454428732,3.9657522798515856
2017,Punjab,S.pneumoniae,Ceftriaxone,H024,964,107,11.099585062240664,110000000,1268.2056674268097,2.6631187169114128
2018,Punjab,S.pneumoniae,Ceftriaxone,H038,306,66,21.568627450980394,110000000,1736.6271279752254,3.0408061852212995
2019,Punjab,S.pneumoniae,Ceftriaxone,H004,955,122,12.774869109947645,110000000,1316.7105375789106,2.621466421056539
2020,Punjab,S.pneumoniae,Ceftriaxone,H003,475,83,17.473684210526315,110000000,1260.4425511322916,3.456461787223816
2021,Punjab,S.pneumoniae,Ceftriaxone,H011,627,154,24.561403508771928,110000000,1304.622276686132,3.634282823302783
2022,Punjab,S.pneumoniae,Ceftriaxone,H010,871,215,24.68427095292767,110000000,1389.6694562863559,3.505772561300546
2023,Punjab,S.pneumoniae,Ceftriaxone,H029,266,112,42.10526315789473,110000000,1604.5080503448844,3.5466119424672797
2024,Punjab,S.pneumoniae,Ceftriaxone,H023,197,17,8.629441624365482,110000000,1578.3945840317756,2.6432840030174702
2015,Sindh,S.pneumoniae,Ceftriaxone,H005,959,103,10.740354535974973,48000000,1434.7948542796075,3.301082621794194
2016,Sindh,S.pneumoniae,Ceftriaxone,H024,519,21,4.046242774566474,48000000,1566.3865278940648,3.519561156630516
2017,Sindh,S.pneumoniae,Ceftriaxone,H032,596,50,8.389261744966444,48000000,1731.5667665563524,2.783779351389967
2018,Sindh,S.pneumoniae,Ceftriaxone,H025,310,66,21.29032258064516,48000000,1633.309128927067,2.7124870016705245
2019,Sindh,S.pneumoniae,Ceftriaxone,H011,762,56,7.349081364829396,48000000,1496.1068416479975,3.4528182552894577
2020,Sindh,S.pneumoniae,Ceftriaxone,H010,555,139,25.045045045045043,48000000,1685.7875285670161,3.5150580996414647
2021,Sindh,S.pneumoniae,Ceftriaxone,H015,246,33,13.414634146341465,48000000,1383.5849270224571,3.8062939061783254
2022,Sindh,S.pneumoniae,Ceftriaxone,H031,426,108,25.352112676056336,48000000,1325.438559986651,2.9020335781387985
2023,Sindh,S.pneumoniae,Ceftriaxone,H010,815,138,16.93251533742331,48000000,1376.9016256090254,3.156648212345317
2024,Sindh,S.pneumoniae,Ceftriaxone,H045,549,115,20.9471766848816,48000000,1259.383725374937,2.872408073861152
2015,KPK,S.pneumoniae,Ceftriaxone,H024,412,43,10.436893203883495,35000000,1313.771161576733,3.6733254209393635
2016,KPK,S.pneumoniae,Ceftriaxone,H035,787,66,8.386277001270647,35000000,1272.874331753701,3.490957660949789
2017,KPK,S.pneumoniae,Ceftriaxone,H050,989,168,16.98685540950455,35000000,1485.2190155535936,3.7024627268547192
2018,KPK,S.pneumoniae,Ceftriaxone,H010,122,29,23.770491803278688,35000000,1630.3077275399119,3.4644653061404824
2019,KPK,S.pneumoniae,Ceftriaxone,H008,468,73,15.598290598290598,35000000,1320.2526926994324,3.235088642104529
2020,KPK,S.pneumoniae,Ceftriaxone,H044,750,53,7.066666666666667,35000000,1393.0621508974582,3.1025747382082045
2021,KPK,S.pneumoniae,Ceftriaxone,H042,485,109,22.474226804123713,35000000,1487.1678514871746,3.3810407016426325
2022,KPK,S.pneumoniae,Ceftriaxone,H032,657,66,10.045662100456621,35000000,1596.0987030062824,2.846147686825134
2023,KPK,S.pneumoniae,Ceftriaxone,H039,188,53,28.191489361702125,35000000,1595.3589075710624,3.0057218791916966
2024,KPK,S.pneumoniae,Ceftriaxone,H007,188,59,31.382978723404253,35000000,1728.9550722576678,3.3653714754618704
2015,Balochistan,S.pneumoniae,Ceftriaxone,H038,884,147,16.628959276018097,12000000,1221.9478132668883,2.877366228378378
2016,Balochistan,S.pneumoniae,Ceftriaxone,H017,377,63,16.710875331564985,12000000,1350.5259205587208,3.220836636144668
2017,Balochistan,S.pneumoniae,Ceftriaxone,H020,304,38,12.5,12000000,1398.0133230797946,3.0824976678704843
2018,Balochistan,S.pneumoniae,Ceftriaxone,H033,441,69,15.646258503401361,12000000,1693.4632406104356,3.74701999372337
2019,Balochistan,S.pneumoniae,Ceftriaxone,H037,892,118,13.228699551569505,12000000,1573.2697365805507,2.5258743123849854
2020,Balochistan,S.pneumoniae,Ceftriaxone,H010,538,88,16.356877323420075,12000000,1355.6990528013557,2.895499021979049
2021,Balochistan,S.pneumoniae,Ceftriaxone,H045,556,87,15.647482014388489,12000000,1493.0284327827394,3.380467190174386
2022,Balochistan,S.pneumoniae,Ceftriaxone,H010,927,326,35.16720604099245,12000000,1638.7927529867738,3.1765402406454086
2023,Balochistan,S.pneumoniae,Ceftriaxone,H002,518,95,18.33976833976834,12000000,1267.813318502158,3.8315627448027954
2024,Balochistan,S.pneumoniae,Ceftriaxone,H015,827,212,25.634824667472795,12000000,1508.1546999514103,3.982629920123145
2015,Islamabad,S.pneumoniae,Ceftriaxone,H023,221,27,12.217194570135746,2000000,1593.9468116965145,3.5518751493655145
2016,Islamabad,S.pneumoniae,Ceftriaxone,H047,201,13,6.467661691542288,2000000,1318.5242415871471,2.64937839016784
2017,Islamabad,S.pneumoniae,Ceftriaxone,H040,525,56,10.666666666666668,2000000,1492.1516310889274,3.8924357532523572
2018,Islamabad,S.pneumoniae,Ceftriaxone,H035,559,63,11.270125223613595,2000000,1697.0383065752685,3.4367103691911325
2019,Islamabad,S.pneumoniae,Ceftriaxone,H002,882,175,19.841269841269842,2000000,1715.539061324671,3.2433071777923033
2020,Islamabad,S.pneumoniae,Ceftriaxone,H006,844,139,16.46919431279621,2000000,1659.0231116395444,3.4890033880947158
2021,Islamabad,S.pneumoniae,Ceftriaxone,H046,242,46,19.00826446280992,2000000,1588.696881243959,2.537778863683343
2022,Islamabad,S.pneumoniae,Ceftriaxone,H047,647,162,25.0386398763524,2000000,1315.5187604483217,2.9901329946005717
2023,Islamabad,S.pneumoniae,Ceftriaxone,H009,124,21,16.93548387096774,2000000,1315.8063350245357,2.9565621190704405
2024,Islamabad,S.pneumoniae,Ceftriaxone,H023,104,26,25,2000000,1509.0223659295589,2.858428781852126
2015,Punjab,E.coli,Meropenem,H025,692,104,15.028901734104046,110000000,1653.2064892351627,2.9267304056556895
2016,Punjab,E.coli,Meropenem,H015,485,29,5.979381443298969,110000000,1796.5032685082406,2.6087950366782025
2017,Punjab,E.coli,Meropenem,H022,150,26,17.333333333333336,110000000,1411.09221233055,3.751602810807526
2018,Punjab,E.coli,Meropenem,H048,968,95,9.81404958677686,110000000,1335.640072915703,2.617231460986659
2019,Punjab,E.coli,Meropenem,H008,355,36,10.140845070422536,110000000,1628.5905066411942,3.5994031698210165
2020,Punjab,E.coli,Meropenem,H029,699,147,21.030042918454935,110000000,1460.278794541955,3.093822973780334
2021,Punjab,E.coli,Meropenem,H041,174,60,34.48275862068966,110000000,1753.2961189281195,3.9311683559790254
2022,Punjab,E.coli,Meropenem,H021,516,150,29.069767441860467,110000000,1751.8053831998259,3.8422875250689685
2023,Punjab,E.coli,Meropenem,H048,746,119,15.951742627345844,110000000,1426.5796795953065,3.0779680996201932
2024,Punjab,E.coli,Meropenem,H009,370,138,37.2972972972973,110000000,1279.6226641628891,3.2821239456534386
2015,Sindh,E.coli,Meropenem,H034,829,108,13.027744270205066,48000000,1655.1919172052294,3.6925937144551426
2016,Sindh,E.coli,Meropenem,H041,442,70,15.837104072398189,48000000,1794.8120358400047,3.908370797522366
2017,Sindh,E.coli,Meropenem,H043,878,221,25.17084282460137,48000000,1225.8620217908174,3.049595922115259
2018,Sindh,E.coli,Meropenem,H011,659,102,15.477996965098633,48000000,1351.3737478293478,2.9102626488311216
2019,Sindh,E.coli,Meropenem,H004,380,48,12.631578947368421,48000000,1202.2808257956058,2.9267796654021367
2020,Sindh,E.coli,Meropenem,H007,237,67,28.270042194092827,48000000,1380.6197210680693,3.5778569841058925
2021,Sindh,E.coli,Meropenem,H050,581,102,17.555938037865747,48000000,1221.9809378497303,3.488478656159714
2022,Sindh,E.coli,Meropenem,H011,895,89,9.944134078212292,48000000,1490.7738517038524,3.3242502433713526
2023,Sindh,E.coli,Meropenem,H033,745,183,24.563758389261743,48000000,1528.6779236979783,2.8024558395845816
2024,Sindh,E.coli,Meropenem,H011,623,153,24.558587479935795,48000000,1715.2441169600934,3.462350280606188
2015,KPK,E.coli,Meropenem,H038,246,16,6.504065040650407,35000000,1202.9644288122654,3.7867088046623394
2016,KPK,E.coli,Meropenem,H021,335,67,20,35000000,1799.6357692871243,3.3720561829395592
2017,KPK,E.coli,Meropenem,H010,363,27,7.43801652892562,35000000,1202.5510197971016,3.4583015772514045
2018,KPK,E.coli,Meropenem,H050,154,17,11.03896103896104,35000000,1611.3382935058326,3.6724527701735497
2019,KPK,E.coli,Meropenem,H003,959,182,18.97810218978102,35000000,1792.0941359829158,3.1647305365186185
2020,KPK,E.coli,Meropenem,H035,720,91,12.63888888888889,35000000,1639.3468525260687,3.245373220881447
2021,KPK,E.coli,Meropenem,H034,915,167,18.251366120218577,35000000,1576.3093588873744,2.8487542344955727
2022,KPK,E.coli,Meropenem,H040,485,56,11.54639175257732,35000000,1250.876414263621,3.750404847203754
2023,KPK,E.coli,Meropenem,H028,865,336,38.84393063583815,35000000,1563.790907850489,2.73466739570722
2024,KPK,E.coli,Meropenem,H013,944,430,45.55084745762712,35000000,1533.696306310594,3.5319977157050744
2015,Balochistan,E.coli,Meropenem,H008,848,155,18.278301886792452,12000000,1485.5431283824146,2.509865143103525
2016,Balochistan,E.coli,Meropenem,H002,280,50,17.857142857142858,12000000,1205.4856897797436,3.244292822899297
2017,Balochistan,E.coli,Meropenem,H006,457,52,11.37855579868709,12000000,1740.5858853366226,3.5773990066954866
2018,Balochistan,E.coli,Meropenem,H023,950,268,28.210526315789476,12000000,1438.8588106725365,3.1826358997495845
2019,Balochistan,E.coli,Meropenem,H017,130,30,23.076923076923077,12000000,1443.4298030566424,3.047503443202004
2020,Balochistan,E.coli,Meropenem,H032,814,85,10.442260442260443,12000000,1756.8303553853184,2.651288764900528
2021,Balochistan,E.coli,Meropenem,H014,207,41,19.806763285024154,12000000,1665.0867138057947,2.906996369943954
2022,Balochistan,E.coli,Meropenem,H007,302,112,37.086092715231786,12000000,1452.8970771934837,2.8874474227195606
2023,Balochistan,E.coli,Meropenem,H013,768,198,25.78125,12000000,1524.7737667523324,3.7602944197133183
2024,Balochistan,E.coli,Meropenem,H008,644,172,26.70807453416149,12000000,1486.209989245981,3.094235147233121
2015,Islamabad,E.coli,Meropenem,H038,766,154,20.10443864229765,2000000,1367.7663413342088,3.9856378216063604
2016,Islamabad,E.coli,Meropenem,H011,252,12,4.761904761904762,2000000,1509.343560039997,3.737903867266141
2017,Islamabad,E.coli,Meropenem,H042,939,215,22.896698615548456,2000000,1312.6489309128374,3.2320517053594813
2018,Islamabad,E.coli,Meropenem,H017,611,61,9.983633387888707,2000000,1470.458839321509,3.678431608946994
2019,Islamabad,E.coli,Meropenem,H007,959,65,6.777893639207508,2000000,1222.845207620412,3.36513366131112
2020,Islamabad,E.coli,Meropenem,H044,667,138,20.689655172413794,2000000,1523.9085133653134,2.8150632145116106
2021,Islamabad,E.coli,Meropenem,H019,395,114,28.860759493670884,2000000,1482.1507193148136,3.708555289893411
2022,Islamabad,E.coli,Meropenem,H049,162,27,16.666666666666664,2000000,1239.2186969518661,2.9753833550494164
2023,Islamabad,E.coli,Meropenem,H040,606,76,12.541254125412541,2000000,1234.0436701197177,3.9206191126722842
2024,Islamabad,E.coli,Meropenem,H015,975,290,29.743589743589745,2000000,1389.1823636367917,3.938228069455363
2015,Punjab,K.pneumoniae,Meropenem,H046,171,9,5.263157894736842,110000000,1390.0297624524683,3.3897960297763348
2016,Punjab,K.pneumoniae,Meropenem,H014,563,55,9.769094138543517,110000000,1419.7983716614544,2.6183483188506216
2017,Punjab,K.pneumoniae,Meropenem,H026,365,68,18.63013698630137,110000000,1271.1571636609733,3.2093571472214535
2018,Punjab,K.pneumoniae,Meropenem,H027,626,118,18.849840255591054,110000000,1629.3505732901394,3.3567540523363277
2019,Punjab,K.pneumoniae,Meropenem,H017,909,131,14.411441144114413,110000000,1523.7702894955873,3.3077988364966586
2020,Punjab,K.pneumoniae,Meropenem,H033,763,206,26.998689384010483,110000000,1549.2852816358209,3.414042649208568
2021,Punjab,K.pneumoniae,Meropenem,H050,715,132,18.461538461538463,110000000,1741.3751070387661,3.3571889617014676
2022,Punjab,K.pneumoniae,Meropenem,H018,447,128,28.635346756152124,110000000,1334.42891263403,2.9619072168134153
2023,Punjab,K.pneumoniae,Meropenem,H020,139,33,23.741007194244602,110000000,1700.452293874696,3.4582058073719963
2024,Punjab,K.pneumoniae,Meropenem,H027,997,360,36.10832497492478,110000000,1681.237924983725,2.6274331032764167
2015,Sindh,K.pneumoniae,Meropenem,H042,977,179,18.321392016376663,48000000,1315.6388900242746,2.8586292141117156
2016,Sindh,K.pneumoniae,Meropenem,H010,757,104,13.738441215323647,48000000,1734.0064657386392,3.0204530062619597
2017,Sindh,K.pneumoniae,Meropenem,H009,174,16,9.195402298850574,48000000,1210.0447720382363,3.098650541389361
2018,Sindh,K.pneumoniae,Meropenem,H031,741,186,25.101214574898783,48000000,1260.2250030264258,3.994617361109704
2019,Sindh,K.pneumoniae,Meropenem,H019,739,104,14.073071718538566,48000000,1451.174861099571,2.5637881282018498
2020,Sindh,K.pneumoniae,Meropenem,H050,246,60,24.390243902439025,48000000,1543.7985779251903,3.184445752413012
2021,Sindh,K.pneumoniae,Meropenem,H018,851,63,7.403055229142186,48000000,1280.5318445898592,3.1236706892959774
2022,Sindh,K.pneumoniae,Meropenem,H044,805,186,23.1055900621118,48000000,1336.152505595237,3.117581025697291
2023,Sindh,K.pneumoniae,Meropenem,H044,732,102,13.934426229508196,48000000,1374.9172837939113,2.957435826654546
2024,Sindh,K.pneumoniae,Meropenem,H028,396,131,33.08080808080808,48000000,1362.9266874399036,3.356762800947763
2015,KPK,K.pneumoniae,Meropenem,H021,826,208,25.181598062954,35000000,1575.062484294176,3.6885162681574
2016,KPK,K.pneumoniae,Meropenem,H029,872,69,7.912844036697248,35000000,1597.6244743913412,2.681858352967538
2017,KPK,K.pneumoniae,Meropenem,H036,221,55,24.8868778280543,35000000,1479.6689858660102,3.2198515931377187
2018,KPK,K.pneumoniae,Meropenem,H020,361,52,14.40443213296399,35000000,1680.038388306275,3.66059921158012
2019,KPK,K.pneumoniae,Meropenem,H023,725,65,8.96551724137931,35000000,1792.9919716436416,2.75723884080071
2020,KPK,K.pneumoniae,Meropenem,H042,308,66,21.428571428571427,35000000,1588.851324794814,3.646077333833091
2021,KPK,K.pneumoniae,Meropenem,H005,382,98,25.654450261780106,35000000,1505.465496936813,2.945767695317045
2022,KPK,K.pneumoniae,Meropenem,H002,239,29,12.133891213389122,35000000,1377.8272490948439,3.0457983744563535
2023,KPK,K.pneumoniae,Meropenem,H018,709,176,24.823695345557123,35000000,1714.3308926839381,3.0503248773748055
2024,KPK,K.pneumoniae,Meropenem,H012,229,83,36.24454148471616,35000000,1722.420721175149,3.2854853556491435
2015,Balochistan,K.pneumoniae,Meropenem,H013,435,70,16.091954022988507,12000000,1292.4270238727331,2.708505590679124
2016,Balochistan,K.pneumoniae,Meropenem,H043,754,123,16.312997347480106,12000000,1709.3628515023738,2.960148849990219
2017,Balochistan,K.pneumoniae,Meropenem,H038,672,53,7.886904761904762,12000000,1447.5201931782067,3.7587556164944544
2018,Balochistan,K.pneumoniae,Meropenem,H018,557,47,8.43806104129264,12000000,1296.7427994590253,3.632303286343813
2019,Balochistan,K.pneumoniae,Meropenem,H010,478,107,22.384937238493723,12000000,1671.4273708406836,3.3908478842349723
2020,Balochistan,K.pneumoniae,Meropenem,H009,728,100,13.736263736263737,12000000,1573.7542086280882,2.5728702873457223
2021,Balochistan,K.pneumoniae,Meropenem,H035,251,19,7.569721115537849,12000000,1650.463543413207,3.508557052584365
2022,Balochistan,K.pneumoniae,Meropenem,H029,998,253,25.35070140280561,12000000,1273.8555971067399,3.118088879971765
2023,Balochistan,K.pneumoniae,Meropenem,H022,901,411,45.61598224195338,12000000,1253.7429240066558,2.586674031219445
2024,Balochistan,K.pneumoniae,Meropenem,H019,910,357,39.23076923076923,12000000,1757.2654341347516,3.6002444055629894
2015,Islamabad,K.pneumoniae,Meropenem,H008,267,26,9.737827715355806,2000000,1361.3981592468917,2.6649312475929037
2016,Islamabad,K.pneumoniae,Meropenem,H045,670,36,5.3731343283582085,2000000,1563.865672890097,3.9313459953991696
2017,Islamabad,K.pneumoniae,Meropenem,H033,129,18,13.953488372093023,2000000,1498.235006025061,2.9392290809191763
2018,Islamabad,K.pneumoniae,Meropenem,H002,243,38,15.637860082304528,2000000,1714.226780924946,2.7727099858457223
2019,Islamabad,K.pneumoniae,Meropenem,H043,924,159,17.20779220779221,2000000,1460.1091449614614,3.843279201653786
2020,Islamabad,K.pneumoniae,Meropenem,H048,163,31,19.018404907975462,2000000,1590.627116896212,2.697476050350815
2021,Islamabad,K.pneumoniae,Meropenem,H005,786,221,28.117048346055977,2000000,1375.9008856024593,3.0325801763683558
2022,Islamabad,K.pneumoniae,Meropenem,H021,816,119,14.583333333333334,2000000,1474.1343633737415,3.185371225234121
2023,Islamabad,K.pneumoniae,Meropenem,H031,958,241,25.156576200417536,2000000,1268.8893362414092,3.8110274805221707
2024,Islamabad,K.pneumoniae,Meropenem,H036,821,254,30.937880633373933,2000000,1664.1118402127177,3.2155986884608865
2015,Punjab,S.aureus,Meropenem,H027,722,155,21.46814404432133,110000000,1758.905761409551,3.5367859557736665
2016,Punjab,S.aureus,Meropenem,H023,399,9,2.2556390977443606,110000000,1280.9667608700693,3.6636807393515483
2017,Punjab,S.aureus,Meropenem,H003,216,19,8.796296296296296,110000000,1668.110094498843,3.1435151792829856
2018,Punjab,S.aureus,Meropenem,H015,352,18,5.113636363636364,110000000,1245.5845839343965,3.1816976068075746
2019,Punjab,S.aureus,Meropenem,H042,326,48,14.723926380368098,110000000,1719.1226308699697,2.8611436017090455
2020,Punjab,S.aureus,Meropenem,H039,592,168,28.37837837837838,110000000,1358.3820216357708,2.924466562573798
2021,Punjab,S.aureus,Meropenem,H007,925,164,17.72972972972973,110000000,1508.6032862775028,3.8690286257769912
2022,Punjab,S.aureus,Meropenem,H034,353,69,19.54674220963173,110000000,1562.3777027707547,3.955925437854603
2023,Punjab,S.aureus,Meropenem,H031,531,162,30.508474576271187,110000000,1716.8255165219307,3.588380828499794
2024,Punjab,S.aureus,Meropenem,H018,139,22,15.827338129496402,110000000,1403.7307667545974,3.0565300170565024
2015,Sindh,S.aureus,Meropenem,H018,319,57,17.86833855799373,48000000,1599.2541499435902,3.2354860382620245
2016,Sindh,S.aureus,Meropenem,H035,417,95,22.781774580335732,48000000,1392.5539290066808,3.7162120470311493
2017,Sindh,S.aureus,Meropenem,H040,309,46,14.886731391585762,48000000,1473.9047798328102,3.338600960909389
2018,Sindh,S.aureus,Meropenem,H046,203,35,17.24137931034483,48000000,1692.8616112098098,3.657531524426304
2019,Sindh,S.aureus,Meropenem,H009,590,205,34.74576271186441,48000000,1347.0770800486207,2.901252548559569
2020,Sindh,S.aureus,Meropenem,H015,590,138,23.389830508474578,48000000,1384.659593179822,2.9950925967423245
2021,Sindh,S.aureus,Meropenem,H017,889,182,20.47244094488189,48000000,1264.283628668636,3.9534121681936085
2022,Sindh,S.aureus,Meropenem,H007,351,84,23.931623931623932,48000000,1701.051074406132,3.92768100684043
2023,Sindh,S.aureus,Meropenem,H030,445,107,24.044943820224717,48000000,1571.5724774636328,3.582250844454393
2024,Sindh,S.aureus,Meropenem,H008,777,103,13.256113256113256,48000000,1331.8680908996612,2.6858226358890533
2015,KPK,S.aureus,Meropenem,H001,903,137,15.171650055370986,35000000,1702.5386936031282,3.7265717873815447
2016,KPK,S.aureus,Meropenem,H009,626,135,21.56549520766773,35000000,1439.2732858657837,2.7612840209621936
2017,KPK,S.aureus,Meropenem,H035,788,178,22.588832487309645,35000000,1441.4676000829786,2.7394327465444803
2018,KPK,S.aureus,Meropenem,H025,254,36,14.173228346456693,35000000,1322.5879088044167,3.8176291156560183
2019,KPK,S.aureus,Meropenem,H002,171,31,18.128654970760234,35000000,1309.4366647303104,2.590267596533522
2020,KPK,S.aureus,Meropenem,H011,412,69,16.74757281553398,35000000,1400.9887827560306,2.589521291432902
2021,KPK,S.aureus,Meropenem,H004,185,47,25.405405405405407,35000000,1679.5043832622468,3.9631374676246196
2022,KPK,S.aureus,Meropenem,H040,462,126,27.27272727272727,35000000,1273.6075853928924,3.6070808520307764
2023,KPK,S.aureus,Meropenem,H020,597,71,11.892797319932999,35000000,1285.6376230716705,3.2921799366595224
2024,KPK,S.aureus,Meropenem,H011,241,109,45.22821576763486,35000000,1603.5346602089703,3.367393159074709
2015,Balochistan,S.aureus,Meropenem,H018,847,121,14.285714285714285,12000000,1452.4468042887747,2.9385619778186083
2016,Balochistan,S.aureus,Meropenem,H014,683,116,16.98389458272328,12000000,1728.8756950758398,3.655285276356153
2017,Balochistan,S.aureus,Meropenem,H003,358,74,20.670391061452513,12000000,1483.0098940059543,3.2078095555771142
2018,Balochistan,S.aureus,Meropenem,H028,675,50,7.4074074074074066,12000000,1566.929430468008,3.674090373679064
2019,Balochistan,S.aureus,Meropenem,H003,269,41,15.241635687732341,12000000,1690.6344515271485,2.972967506153509
2020,Balochistan,S.aureus,Meropenem,H046,118,29,24.576271186440678,12000000,1773.9458074327558,2.8792736324248835
2021,Balochistan,S.aureus,Meropenem,H028,258,45,17.441860465116278,12000000,1223.886717762798,3.7719006629195064
2022,Balochistan,S.aureus,Meropenem,H029,783,163,20.81736909323116,12000000,1230.2953131962568,2.8702813922427595
2023,Balochistan,S.aureus,Meropenem,H039,593,109,18.381112984822934,12000000,1630.7831585872918,3.6412961003370583
2024,Balochistan,S.aureus,Meropenem,H023,220,76,34.54545454545455,12000000,1335.6961417011917,3.688393274205737
2015,Islamabad,S.aureus,Meropenem,H015,720,72,10,2000000,1298.716355022043,3.983321568230167
2016,Islamabad,S.aureus,Meropenem,H023,253,39,15.41501976284585,2000000,1620.0508749112487,3.719249345944263
2017,Islamabad,S.aureus,Meropenem,H024,768,99,12.890625,2000000,1420.2568322885782,2.6334826154634356
2018,Islamabad,S.aureus,Meropenem,H040,394,22,5.583756345177665,2000000,1642.0542026404291,2.699065033928491
2019,Islamabad,S.aureus,Meropenem,H033,796,146,18.341708542713565,2000000,1503.2990106381476,3.0513897862983868
2020,Islamabad,S.aureus,Meropenem,H037,862,140,16.241299303944317,2000000,1576.8988919444382,2.66349215968512
2021,Islamabad,S.aureus,Meropenem,H029,472,83,17.584745762711865,2000000,1498.1645787600428,3.533906669006683
2022,Islamabad,S.aureus,Meropenem,H049,103,15,14.563106796116504,2000000,1775.7402883842587,2.7118952927412465
2023,Islamabad,S.aureus,Meropenem,H006,621,111,17.874396135265698,2000000,1466.498101176694,3.9274011951638386
2024,Islamabad,S.aureus,Meropenem,H025,819,81,9.89010989010989,2000000,1771.84265605174,3.241156333242543
2015,Punjab,A.baumannii,Meropenem,H042,819,103,12.576312576312576,110000000,1297.9716079775244,2.7315422135870904
2016,Punjab,A.baumannii,Meropenem,H026,134,9,6.7164179104477615,110000000,1243.3444063179195,3.237398130586371
2017,Punjab,A.baumannii,Meropenem,H024,214,20,9.345794392523365,110000000,1583.411799184978,3.262170522357337
2018,Punjab,A.baumannii,Meropenem,H044,982,275,28.0040733197556,110000000,1402.9148245230317,3.985049659619108
2019,Punjab,A.baumannii,Meropenem,H032,641,148,23.08892355694228,110000000,1574.595086183399,3.0201542417053133
2020,Punjab,A.baumannii,Meropenem,H008,888,100,11.26126126126126,110000000,1245.4688237048686,3.5568490063305944
2021,Punjab,A.baumannii,Meropenem,H016,574,92,16.02787456445993,110000000,1387.52112952061,2.586693844990805
2022,Punjab,A.baumannii,Meropenem,H039,649,198,30.508474576271187,110000000,1290.7940447330475,3.160020973882638
2023,Punjab,A.baumannii,Meropenem,H032,224,61,27.232142857142854,110000000,1631.2672256492078,2.7121246743481606
2024,Punjab,A.baumannii,Meropenem,H039,864,123,14.23611111111111,110000000,1558.8191864546388,2.948155633872375
2015,Sindh,A.baumannii,Meropenem,H001,850,103,12.117647058823529,48000000,1758.9742940850556,2.680213659768924
2016,Sindh,A.baumannii,Meropenem,H030,485,48,9.896907216494846,48000000,1582.4152659159154,2.944458113401197
2017,Sindh,A.baumannii,Meropenem,H025,145,7,4.827586206896552,48000000,1578.4260494168848,2.554527254658751
2018,Sindh,A.baumannii,Meropenem,H043,647,61,9.428129829984544,48000000,1330.5375153198838,2.901506909984164
2019,Sindh,A.baumannii,Meropenem,H003,365,69,18.904109589041095,48000000,1675.1556686125696,3.3894615925382823
2020,Sindh,A.baumannii,Meropenem,H022,904,199,22.013274336283185,48000000,1571.1129984352738,2.7054178309626877
2021,Sindh,A.baumannii,Meropenem,H017,783,157,20.051085568326947,48000000,1604.5124685857445,3.34701271483209
2022,Sindh,A.baumannii,Meropenem,H020,807,132,16.356877323420075,48000000,1340.0142985861748,3.3540514354826882
2023,Sindh,A.baumannii,Meropenem,H035,966,256,26.501035196687372,48000000,1677.3730672895908,3.6510085073532537
2024,Sindh,A.baumannii,Meropenem,H014,746,214,28.686327077747993,48000000,1559.0878003276885,2.501070051919669
2015,KPK,A.baumannii,Meropenem,H037,622,71,11.414790996784566,35000000,1607.4354507029057,3.8432937264442444
2016,KPK,A.baumannii,Meropenem,H050,729,143,19.615912208504803,35000000,1527.0253810565919,2.681668526958674
2017,KPK,A.baumannii,Meropenem,H024,338,21,6.21301775147929,35000000,1438.4491296485066,2.538973198621534
2018,KPK,A.baumannii,Meropenem,H030,997,96,9.628886659979939,35000000,1432.9202205408365,3.7589421281591058
2019,KPK,A.baumannii,Meropenem,H008,972,200,20.5761316872428,35000000,1580.8627049904317,3.007615983951837
2020,KPK,A.baumannii,Meropenem,H020,880,155,17.613636363636363,35000000,1301.1026042047888,3.33895131922327
2021,KPK,A.baumannii,Meropenem,H010,954,266,27.882599580712785,35000000,1661.3431275822222,2.7004672987386584
2022,KPK,A.baumannii,Meropenem,H022,395,35,8.860759493670885,35000000,1392.5096103921533,3.5656397260027006
